Player,Pos,Age,Tm,G,MP,FG%,Dist.,%_of FGA_2P,%_of FGA_0-3,%_of FGA_3-10,%_of FGA_10-16,%_of FGA_16-3P,%_of FGA_3P,FG%_2P,FG%_0-3,FG%_3-10,FG%_10-16,FG%_16-3P,FG%_3P,%_Ast’d_2P,%_Ast’d_3P,%FGA_Dunks,#_Dunks,%3PA_Corner,3P%_Corner,Heaves_Att.,#_Heaves
Brandon Clarke\clarkbr01,PF,24,MEM,59,1415,0.517,8.0,0.844,0.412,0.279,0.131,0.022,0.156,0.565,0.725,0.428,0.385,0.364,0.260,0.814,1.000,0.145,59,0.597,0.261,0,0
Jordan Clarkson\clarkjo01,SG,28,UTA,68,1818,0.425,17.2,0.443,0.090,0.270,0.074,0.008,0.557,0.523,0.670,0.497,0.488,0.111,0.347,0.165,0.630,0.013,11,0.172,0.301,1,0
Nicolas Claxton\claxtni01,C,21,BRK,32,594,0.621,3.6,0.966,0.697,0.234,0.021,0.014,0.034,0.636,0.762,0.353,0.000,0.000,0.200,0.753,1.000,0.310,41,0.400,0.000,0,0
Amir Coffey\coffeam01,SG,23,LAC,44,394,0.437,16.2,0.456,0.214,0.146,0.058,0.039,0.544,0.468,0.682,0.200,0.500,0.250,0.411,0.636,0.870,0.019,2,0.375,0.524,0,0
John Collins\collijo01,PF,23,ATL,63,1848,0.556,10.9,0.730,0.345,0.204,0.132,0.049,0.270,0.615,0.752,0.459,0.549,0.474,0.399,0.723,0.988,0.147,99,0.255,0.396,0,0
Mike Conley\conlemi01,PG,33,UTA,51,1498,0.444,17.2,0.477,0.109,0.209,0.117,0.041,0.523,0.479,0.557,0.478,0.440,0.385,0.412,0.253,0.594,0.000,0,0.179,0.433,3,0
Pat Connaughton\connapa01,SG,28,MIL,69,1575,0.434,19.5,0.297,0.204,0.062,0.013,0.018,0.703,0.583,0.709,0.333,0.400,0.143,0.371,0.791,0.970,0.028,9,0.221,0.383,1,0
Quinn Cook\cookqu01,PG,27,TOT,23,157,0.426,15.5,0.618,0.235,0.103,0.088,0.191,0.382,0.429,0.375,0.571,0.500,0.385,0.423,0.333,0.455,0.000,0,0.308,0.250,0,0
Quinn Cook\cookqu01,PG,27,LAL,16,62,0.462,18.4,0.500,0.154,0.038,0.115,0.192,0.500,0.538,0.250,1.000,0.667,0.600,0.385,0.429,0.400,0.000,0,0.308,0.250,0,0
Quinn Cook\cookqu01,PG,27,CLE,7,95,0.405,13.7,0.690,0.286,0.143,0.071,0.190,0.310,0.379,0.417,0.500,0.333,0.250,0.462,0.273,0.500,0.000,0,0.308,0.250,0,0
Tyler Cook\cookty01,SF-PF,23,TOT,32,438,0.670,3.1,0.981,0.641,0.330,0.010,0.000,0.019,0.673,0.758,0.529,0.000,,0.500,0.691,1.000,0.417,40,1.000,0.500,0,0
Tyler Cook\cookty01,PF,23,BRK,4,17,0.333,0.9,1.000,1.000,0.000,0.000,0.000,0.000,0.333,0.333,,,,,1.000,,0.000,0,,,0,0
Tyler Cook\cookty01,SF,23,DET,28,421,0.680,3.2,0.980,0.630,0.340,0.010,0.000,0.020,0.684,0.778,0.529,0.000,,0.500,0.687,1.000,0.430,40,1.000,0.500,0,0
DeMarcus Cousins\couside01,C,30,TOT,41,713,0.426,13.5,0.557,0.348,0.170,0.013,0.026,0.443,0.488,0.547,0.404,0.250,0.375,0.348,0.470,0.979,0.056,13,0.067,0.333,0,0
DeMarcus Cousins\couside01,C,30,HOU,25,506,0.376,15.6,0.448,0.300,0.129,0.010,0.010,0.552,0.426,0.476,0.333,0.500,0.000,0.336,0.475,0.974,0.048,8,0.069,0.375,0,0
DeMarcus Cousins\couside01,C,30,LAC,16,207,0.537,8.9,0.800,0.453,0.263,0.021,0.063,0.200,0.566,0.651,0.480,0.000,0.500,0.421,0.465,1.000,0.074,5,0.053,0.000,0,0
Robert Covington\covinro01,PF,30,POR,70,2243,0.401,19.6,0.301,0.181,0.075,0.016,0.029,0.699,0.451,0.587,0.211,0.125,0.400,0.379,0.652,0.948,0.031,10,0.126,0.244,1,0
Torrey Craig\craigto01,SF,30,TOT,50,803,0.480,14.4,0.533,0.304,0.137,0.048,0.044,0.467,0.579,0.783,0.194,0.727,0.200,0.368,0.571,0.974,0.066,14,0.321,0.265,0,0
Torrey Craig\craigto01,SF,30,MIL,18,201,0.391,14.8,0.522,0.217,0.239,0.022,0.043,0.478,0.417,0.800,0.091,1.000,0.000,0.364,0.800,1.000,0.087,4,0.273,0.000,0,0
Torrey Craig\craigto01,SF,30,PHO,32,602,0.503,14.3,0.536,0.326,0.110,0.055,0.044,0.464,0.619,0.780,0.250,0.700,0.250,0.369,0.533,0.968,0.061,10,0.333,0.321,0,0
Jae Crowder\crowdja01,PF,30,PHO,60,1648,0.404,21.9,0.228,0.075,0.049,0.030,0.073,0.772,0.455,0.649,0.417,0.267,0.361,0.389,0.804,0.959,0.006,2,0.255,0.402,0,0
Jarrett Culver\culveja01,SG,21,MIN,34,499,0.411,10.1,0.685,0.405,0.250,0.012,0.018,0.315,0.487,0.603,0.333,0.500,0.000,0.245,0.589,1.000,0.101,15,0.283,0.267,0,0
Seth Curry\curryse01,SG,30,PHI,57,1638,0.467,19.3,0.493,0.083,0.111,0.096,0.203,0.507,0.485,0.630,0.426,0.509,0.446,0.450,0.591,0.857,0.000,0,0.157,0.636,1,0
Stephen Curry\curryst01,PG,32,GSW,63,2152,0.482,19.3,0.413,0.148,0.136,0.060,0.069,0.587,0.569,0.663,0.532,0.549,0.457,0.421,0.411,0.588,0.000,0,0.072,0.397,11,0
Nate Darling\darlina01,SG,22,CHO,7,26,0.286,25.9,0.000,0.000,0.000,0.000,0.000,1.000,,,,,,0.286,,1.000,0.000,0,0.143,0.000,0,0
Anthony Davis\davisan02,PF,27,LAL,36,1162,0.491,11.7,0.837,0.243,0.204,0.232,0.158,0.163,0.536,0.785,0.536,0.415,0.330,0.260,0.575,0.962,0.098,54,0.160,0.625,1,0
Ed Davis\davised01,C,31,MIN,23,299,0.432,1.9,1.000,0.727,0.273,0.000,0.000,0.000,0.432,0.469,0.333,,,,0.368,,0.159,7,,,0,0
Terence Davis\daviste02,SG,23,TOT,61,1074,0.428,16.6,0.414,0.235,0.136,0.011,0.033,0.586,0.513,0.636,0.323,0.600,0.400,0.367,0.505,0.827,0.044,20,0.217,0.431,0,0
Terence Davis\daviste02,SG,23,TOR,34,493,0.414,16.5,0.419,0.210,0.167,0.014,0.029,0.581,0.489,0.591,0.400,0.333,0.333,0.361,0.605,0.841,0.038,8,0.262,0.406,0,0
Terence Davis\daviste02,SG,23,SAC,27,581,0.439,16.7,0.411,0.256,0.110,0.008,0.037,0.589,0.535,0.667,0.222,1.000,0.444,0.372,0.426,0.815,0.049,12,0.179,0.462,0,0
Gabriel Deck\deckga01,PF,25,OKC,10,212,0.478,12.0,0.776,0.284,0.269,0.104,0.119,0.224,0.577,0.632,0.500,0.429,0.750,0.133,0.400,1.000,0.015,1,0.467,0.143,1,0
Dewayne Dedmon\dedmode01,C,31,MIA,16,210,0.708,5.5,0.923,0.615,0.231,0.031,0.046,0.077,0.750,0.850,0.533,1.000,0.333,0.200,0.689,1.000,0.169,10,0.200,0.000,0,0
Matthew Dellavedova\dellama01,PG,30,CLE,13,224,0.250,14.3,0.554,0.161,0.321,0.071,0.000,0.446,0.323,0.222,0.389,0.250,,0.160,0.400,0.750,0.000,0,0.160,0.000,0,0
DeMar DeRozan\derozde01,PF,31,SAS,61,2056,0.495,11.0,0.920,0.191,0.268,0.282,0.178,0.080,0.515,0.636,0.510,0.459,0.482,0.257,0.248,0.947,0.021,17,0.324,0.292,0,0
Mamadi Diakite\diakima01,PF,24,MIL,14,141,0.400,10.8,0.800,0.375,0.175,0.125,0.125,0.200,0.469,0.667,0.286,0.200,0.400,0.125,0.667,1.000,0.175,5,0.250,0.000,0,0
Hamidou Diallo\diallha01,SG-SF,22,TOT,52,1226,0.477,9.4,0.826,0.368,0.274,0.096,0.087,0.174,0.505,0.682,0.395,0.244,0.390,0.341,0.434,0.964,0.060,28,0.293,0.292,1,1
Hamidou Diallo\diallha01,SG,22,OKC,32,761,0.481,8.7,0.862,0.401,0.259,0.098,0.104,0.138,0.512,0.697,0.390,0.207,0.387,0.293,0.435,0.917,0.064,19,0.366,0.333,1,1
Hamidou Diallo\diallha01,SF,22,DET,20,465,0.468,10.5,0.763,0.312,0.301,0.092,0.058,0.237,0.492,0.648,0.404,0.313,0.400,0.390,0.431,1.000,0.052,9,0.220,0.222,0,0
Gorgui Dieng\dienggo01,C,31,TOT,38,552,0.521,14.6,0.571,0.252,0.141,0.129,0.049,0.429,0.591,0.780,0.435,0.524,0.250,0.429,0.600,0.967,0.074,11,0.171,0.583,0,0
Gorgui Dieng\dienggo01,C,31,MEM,22,371,0.519,15.3,0.556,0.222,0.111,0.148,0.074,0.444,0.550,0.792,0.333,0.500,0.250,0.479,0.667,0.957,0.083,8,0.208,0.600,0,0
Gorgui Dieng\dienggo01,C,31,SAS,16,181,0.527,13.2,0.600,0.309,0.200,0.091,0.000,0.400,0.667,0.765,0.545,0.600,,0.318,0.500,1.000,0.055,3,0.091,0.500,0,0
Spencer Dinwiddie\dinwisp01,SG,27,BRK,3,64,0.375,12.3,0.563,0.313,0.250,0.000,0.000,0.438,0.444,0.600,0.250,,,0.286,0.500,1.000,0.063,1,0.143,1.000,0,0
Donte DiVincenzo\divindo01,SG,24,MIL,66,1814,0.420,17.2,0.426,0.257,0.083,0.053,0.033,0.574,0.475,0.574,0.340,0.281,0.350,0.379,0.533,0.779,0.020,8,0.176,0.426,1,0
Luka Dončić\doncilu01,PG,21,DAL,66,2262,0.479,15.6,0.594,0.180,0.201,0.153,0.060,0.406,0.567,0.708,0.507,0.512,0.481,0.350,0.095,0.234,0.008,11,0.031,0.471,5,0
Luguentz Dort\dortlu01,SG,21,OKC,52,1543,0.387,15.4,0.485,0.233,0.196,0.036,0.020,0.515,0.432,0.564,0.296,0.391,0.308,0.343,0.455,0.894,0.011,7,0.134,0.432,0,0
Damyean Dotson\dotsoda01,SG,26,CLE,46,907,0.406,18.4,0.457,0.174,0.075,0.072,0.137,0.543,0.545,0.667,0.591,0.333,0.475,0.289,0.493,0.891,0.007,2,0.208,0.333,2,0
Devon Dotson\dotsode01,PG,21,CHI,11,50,0.524,12.6,0.667,0.429,0.095,0.048,0.095,0.333,0.714,0.889,0.500,0.000,0.500,0.143,0.400,1.000,0.000,0,0.143,0.000,0,0
Sekou Doumbouya\doumbse01,PF,20,DET,56,869,0.379,12.3,0.592,0.376,0.167,0.039,0.011,0.408,0.485,0.642,0.277,0.000,0.000,0.226,0.667,1.000,0.082,19,0.304,0.257,0,0
PJ Dozier\doziepj01,SG,24,DEN,50,1088,0.417,14.5,0.580,0.239,0.186,0.076,0.079,0.420,0.490,0.682,0.364,0.259,0.429,0.315,0.564,0.872,0.051,12,0.315,0.298,2,0
Goran Dragić\dragigo01,PG,34,MIA,50,1337,0.432,15.3,0.560,0.205,0.164,0.142,0.049,0.440,0.479,0.588,0.396,0.456,0.370,0.373,0.322,0.802,0.000,0,0.172,0.548,1,0
Andre Drummond\drumman01,C,27,TOT,46,1242,0.493,3.6,0.986,0.589,0.364,0.026,0.007,0.014,0.500,0.576,0.409,0.200,0.000,0.000,0.571,,0.140,64,0.000,,1,0
Andre Drummond\drumman01,C,27,CLE,25,722,0.474,3.7,0.979,0.613,0.332,0.024,0.011,0.021,0.484,0.545,0.397,0.333,0.000,0.000,0.533,,0.129,38,0.000,,1,0
Andre Drummond\drumman01,C,27,LAL,21,520,0.531,3.5,1.000,0.542,0.427,0.031,0.000,0.000,0.531,0.644,0.427,0.000,,,0.637,,0.161,26,,,0,0
Jared Dudley\dudleja01,PF,35,LAL,12,81,0.222,21.5,0.333,0.000,0.111,0.111,0.111,0.667,0.000,,0.000,0.000,0.000,0.333,,0.500,0.000,0,0.000,,0,0
Kris Dunn\dunnkr01,PG,26,ATL,4,45,0.083,11.4,0.833,0.167,0.333,0.250,0.083,0.167,0.100,0.500,0.000,0.000,0.000,0.000,0.000,,0.000,0,0.500,0.000,0,0
Kevin Durant\duranke01,PF,32,BRK,35,1157,0.537,14.9,0.687,0.149,0.154,0.254,0.129,0.313,0.577,0.833,0.473,0.536,0.487,0.450,0.477,0.647,0.066,38,0.074,0.643,0,0
Anthony Edwards\edwaran01,SG,19,MIN,72,2314,0.417,14.2,0.571,0.306,0.145,0.047,0.072,0.429,0.483,0.647,0.318,0.246,0.276,0.329,0.392,0.632,0.066,70,0.140,0.301,3,0
Carsen Edwards\edwarca01,SG,22,BOS,31,276,0.423,17.7,0.432,0.216,0.072,0.018,0.126,0.568,0.604,0.792,0.375,0.500,0.429,0.286,0.586,0.667,0.009,1,0.270,0.235,0,0
CJ Elleby\ellebcj01,SF,20,POR,30,192,0.379,16.4,0.485,0.242,0.091,0.076,0.076,0.515,0.563,0.750,0.000,0.600,0.600,0.206,0.444,0.714,0.045,3,0.176,0.500,0,0
Henry Ellenson\ellenhe01,PF,24,TOR,2,38,0.357,17.6,0.357,0.357,0.000,0.000,0.000,0.643,0.600,0.600,,,,0.222,0.333,1.000,0.071,1,0.333,0.000,0,0
Wayne Ellington\ellinwa01,SG,33,DET,46,1012,0.441,22.4,0.186,0.074,0.033,0.036,0.044,0.814,0.524,0.600,0.636,0.417,0.400,0.422,0.758,0.957,0.000,0,0.204,0.321,0,0
Joel Embiid\embiijo01,C,26,PHI,51,1585,0.513,11.8,0.829,0.219,0.227,0.246,0.137,0.171,0.541,0.736,0.441,0.480,0.504,0.377,0.429,0.879,0.050,41,0.045,0.571,1,0
James Ennis\ennisja01,SF,30,ORL,41,986,0.473,13.8,0.572,0.251,0.222,0.066,0.033,0.428,0.504,0.639,0.352,0.500,0.500,0.433,0.586,0.933,0.041,9,0.240,0.480,0,0
Drew Eubanks\eubandr01,C,23,SAS,54,755,0.566,4.6,0.990,0.527,0.371,0.034,0.059,0.010,0.562,0.667,0.408,0.429,0.667,1.000,0.772,1.000,0.200,37,1.000,1.000,0,0
Dante Exum\exumda01,SG,25,CLE,6,116,0.385,13.1,0.577,0.269,0.231,0.077,0.000,0.423,0.533,0.857,0.333,0.000,,0.182,0.625,1.000,0.077,2,0.182,0.500,0,0
Tacko Fall\fallta01,C,25,BOS,19,136,0.724,3.4,1.000,0.621,0.345,0.000,0.034,0.000,0.724,0.722,0.700,,1.000,,0.619,,0.448,12,,,0,0
Derrick Favors\favorde01,C,29,UTA,68,1039,0.638,5.1,0.992,0.547,0.259,0.132,0.053,0.008,0.643,0.729,0.619,0.469,0.308,0.000,0.781,,0.128,26,1.000,0.000,0,0
Cristiano Felício\feliccr01,C,28,CHI,18,84,0.538,7.4,0.846,0.692,0.077,0.000,0.077,0.154,0.636,0.778,0.000,,0.000,0.000,0.429,,0.077,1,0.000,,0,0
Terrance Ferguson\fergute01,SG,22,PHI,13,49,0.143,19.8,0.286,0.143,0.000,0.000,0.143,0.714,0.500,1.000,,,0.000,0.000,1.000,,0.143,1,0.600,0.000,0,0
Bruno Fernando\fernabr01,C,22,ATL,33,226,0.409,4.5,0.955,0.659,0.182,0.068,0.045,0.045,0.429,0.586,0.000,0.333,0.000,0.000,0.833,,0.205,6,0.500,0.000,0,0
Yogi Ferrell\ferreyo01,PG,27,TOT,10,136,0.351,18.3,0.509,0.105,0.088,0.228,0.088,0.491,0.379,0.500,0.400,0.385,0.200,0.321,0.182,0.667,0.000,0,0.000,,0,0
Yogi Ferrell\ferreyo01,PG,27,CLE,2,40,0.381,17.4,0.571,0.095,0.143,0.286,0.048,0.429,0.417,0.500,0.333,0.500,0.000,0.333,0.400,1.000,0.000,0,0.000,,0,0
Yogi Ferrell\ferreyo01,PG,27,LAC,8,96,0.333,18.7,0.472,0.111,0.056,0.194,0.111,0.528,0.353,0.500,0.500,0.286,0.250,0.316,0.000,0.500,0.000,0,0.000,,0,0
Dorian Finney-Smith\finnedo01,PF,27,DAL,60,1921,0.472,17.2,0.352,0.234,0.086,0.013,0.019,0.648,0.616,0.752,0.375,0.500,0.111,0.394,0.614,0.966,0.067,26,0.440,0.368,0,0
Malik Fitts\fittsma01,PF,23,LAC,3,11,0.333,17.6,0.333,0.333,0.000,0.000,0.000,0.667,0.000,0.000,,,,0.500,,1.000,0.000,0,0.500,0.000,0,0
Malachi Flynn\flynnma01,PG,22,TOR,47,928,0.374,17.6,0.506,0.126,0.174,0.109,0.097,0.494,0.424,0.605,0.407,0.405,0.242,0.321,0.082,0.722,0.000,0,0.095,0.375,1,0
Bryn Forbes\forbebr01,SG,27,MIL,70,1354,0.473,21.0,0.355,0.045,0.078,0.091,0.142,0.645,0.511,0.542,0.390,0.604,0.507,0.452,0.667,0.968,0.002,1,0.229,0.449,0,0
Trent Forrest\forretr01,PG,22,UTA,30,302,0.451,12.8,0.634,0.211,0.296,0.113,0.014,0.366,0.600,0.533,0.524,0.875,1.000,0.192,0.259,1.000,0.028,2,0.654,0.235,0,0
Evan Fournier\fournev01,SF-SG,28,TOT,42,1259,0.457,17.7,0.477,0.137,0.155,0.092,0.092,0.523,0.504,0.595,0.500,0.460,0.420,0.413,0.485,0.786,0.006,2,0.155,0.568,1,0
Evan Fournier\fournev01,SF,28,ORL,26,787,0.461,17.2,0.491,0.152,0.157,0.098,0.084,0.509,0.536,0.643,0.517,0.528,0.387,0.388,0.474,0.712,0.005,2,0.128,0.542,0,0
Evan Fournier\fournev01,SG,28,BOS,16,472,0.448,18.6,0.448,0.105,0.151,0.081,0.110,0.552,0.429,0.444,0.462,0.286,0.474,0.463,0.515,0.909,0.006,0,0.211,0.600,1,0
De'Aaron Fox\foxde01,PG,23,SAC,58,2036,0.477,12.9,0.712,0.233,0.232,0.151,0.095,0.288,0.539,0.761,0.426,0.482,0.362,0.322,0.160,0.524,0.015,17,0.094,0.367,1,0
Robert Franks\frankro01,PF,24,ORL,7,101,0.464,16.4,0.464,0.214,0.143,0.036,0.071,0.536,0.615,1.000,0.500,0.000,0.000,0.333,0.250,1.000,0.000,0,0.200,0.333,0,0
Tim Frazier\fraziti01,PG,30,MEM,5,62,0.150,16.8,0.600,0.100,0.150,0.250,0.100,0.400,0.250,1.000,0.000,0.200,0.000,0.000,0.333,,0.000,0,0.125,0.000,0,0
Markelle Fultz\fultzma01,PG,22,ORL,8,215,0.394,11.4,0.846,0.163,0.365,0.135,0.183,0.154,0.420,0.706,0.447,0.286,0.211,0.250,0.081,0.500,0.029,1,0.125,0.000,0,0
Wenyen Gabriel\gabriwe01,PF,23,NOP,21,241,0.400,15.0,0.467,0.350,0.083,0.033,0.000,0.533,0.393,0.429,0.200,0.500,,0.406,0.364,1.000,0.067,2,0.313,0.500,1,0
Daniel Gafford\gaffoda01,PF-C,22,TOT,54,791,0.684,3.2,1.000,0.573,0.382,0.027,0.018,0.000,0.684,0.791,0.570,0.333,0.250,,0.714,,0.338,71,,,0,0
Daniel Gafford\gaffoda01,PF,22,CHI,31,383,0.690,3.2,1.000,0.644,0.264,0.046,0.046,0.000,0.690,0.786,0.565,0.500,0.250,,0.650,,0.368,29,,,0,0
